timestamps,TP9,AF7,AF8,TP10,Right AUX
1678793479.470,1.465,-9.277,37.598,-44.434,31.250
1678793479.474,0.977,-22.949,23.926,108.887,45.898
1678793479.478,26.855,-26.855,19.043,136.719,75.195
1678793479.481,36.133,-19.043,33.203,12.207,118.164
1678793479.485,27.832,-9.277,46.875,-99.609,59.570
1678793479.489,14.160,-8.789,41.016,-56.641,68.848
1678793479.493,4.395,-20.020,26.367,86.426,62.012
1678793479.497,26.855,-36.133,25.879,155.762,-4.883
1678793479.501,69.336,-26.855,47.852,68.359,-7.812
1678793479.505,60.059,-1.465,55.176,-75.195,24.902
1678793479.509,16.602,4.883,43.457,-78.125,42.969
1678793479.513,20.020,-5.371,28.320,76.172,0.488
1678793479.517,65.430,-10.742,11.719,169.434,39.551
1678793479.521,90.820,-1.953,5.371,78.613,71.289
1678793479.524,71.777,8.789,13.672,-63.477,23.438
1678793479.528,57.129,16.602,20.020,-51.270,11.230
1678793479.532,73.730,16.113,15.137,114.746,54.688
1678793479.536,96.191,5.859,7.812,215.820,31.738
1678793479.540,96.191,4.395,10.742,111.816,19.531
1678793479.544,83.008,17.090,25.879,-34.668,81.055
1678793479.548,62.988,19.531,31.250,-53.223,21.484
1678793479.552,61.035,10.254,21.973,59.570,-63.965
1678793479.556,66.895,0.977,14.160,175.781,-32.227
1678793479.560,69.336,-3.906,19.531,129.395,76.172
1678793479.564,73.730,6.348,37.109,-19.043,28.809
1678793479.567,37.598,17.090,44.922,-75.195,-22.461
1678793479.571,25.879,10.742,31.738,25.391,17.578
1678793479.575,69.336,0.488,25.879,148.926,25.391
1678793479.579,92.773,0.000,29.297,130.371,-2.930
1678793479.583,76.172,13.184,40.527,-10.742,-2.930
1678793479.587,59.570,20.508,52.734,-82.520,54.199
1678793479.591,36.621,7.324,44.922,9.277,48.340
1678793479.595,31.738,-3.906,34.668,148.926,-16.113
1678793479.599,61.035,-10.254,27.344,144.531,-3.906
1678793479.603,56.152,-7.812,36.621,0.977,69.336
1678793479.606,29.297,3.906,59.570,-86.426,71.289
1678793479.610,19.043,5.371,58.594,0.977,49.805
1678793479.614,18.555,-6.836,42.480,159.180,85.938
1678793479.618,35.156,-7.812,35.156,160.156,59.570
1678793479.622,52.734,0.000,46.875,20.996,19.043
1678793479.626,36.133,1.953,54.688,-91.797,-24.414
1678793479.630,5.859,-1.465,41.016,-59.570,0.977
1678793479.634,4.395,-10.742,29.785,81.055,2.441
1678793479.638,32.227,-17.090,24.414,132.812,35.645
1678793479.642,46.387,-7.324,32.715,16.113,94.727
1678793479.646,30.762,5.859,51.758,-108.887,15.625
1678793479.649,11.719,3.418,49.316,-78.125,43.945
1678793479.653,15.137,-8.301,30.273,66.406,91.309
1678793479.657,45.410,-17.090,29.297,148.438,21.973
1678793479.661,52.734,-13.672,44.434,40.527,2.441
1678793479.665,38.574,-1.953,57.129,-96.680,56.641
1678793479.669,33.691,4.883,60.059,-73.730,40.039
1678793479.673,23.926,-6.348,39.551,46.875,50.293
1678793479.677,22.949,-17.578,23.438,117.676,75.684
1678793479.681,32.227,-12.207,29.785,36.133,39.551
1678793479.685,31.738,1.465,46.387,-114.746,79.590
1678793479.689,15.137,8.789,53.223,-134.277,33.203
1678793479.692,2.930,-1.465,36.621,13.672,39.062
1678793479.696,9.277,-12.207,30.762,121.582,72.266
1678793479.700,37.598,-9.277,34.668,64.453,-15.625
1678793479.704,44.922,2.441,40.527,-85.449,-10.742
1678793479.708,22.949,9.277,44.434,-143.066,26.367
1678793479.712,24.902,0.977,40.527,-20.508,39.062
1678793479.716,48.340,-8.789,34.668,102.051,12.695
1678793479.720,39.062,-9.766,27.344,44.434,61.523
1678793479.724,26.855,0.488,43.457,-91.797,78.125
1678793479.728,19.043,8.789,52.734,-143.555,-24.902
1678793479.732,6.348,0.000,36.621,-47.363,16.113
1678793479.735,7.812,-17.090,22.461,81.055,5.371
1678793479.739,31.738,-20.020,20.020,60.059,-28.809
1678793479.743,40.527,-10.742,29.785,-87.402,22.949
1678793479.747,12.207,-11.719,45.898,-164.551,-20.508
1678793479.751,-9.277,-18.555,39.551,-74.707,-23.438
1678793479.755,15.137,-23.438,22.461,65.918,22.949
1678793479.759,49.316,-24.414,25.879,82.520,29.297
1678793479.763,49.805,-16.113,32.227,-70.312,51.270
1678793479.767,33.203,-8.789,38.086,-179.688,54.199
1678793479.771,6.348,-18.555,34.180,-95.215,79.590
1678793479.774,14.648,-38.086,31.738,65.430,44.922
1678793479.778,62.500,-41.992,31.250,124.023,-37.598
1678793479.782,60.059,-24.414,29.297,-15.625,-3.418
1678793479.786,18.066,-6.348,40.039,-175.293,56.641
1678793479.790,3.418,1.465,46.875,-135.254,51.758
1678793479.794,10.742,0.000,27.344,11.719,82.520
1678793479.798,-6.836,0.977,9.277,33.691,68.848
1678793479.802,-24.414,13.184,31.250,-83.008,34.180
1678793479.806,-37.598,24.902,40.527,-221.680,18.555
1678793479.810,-104.004,33.203,20.996,-240.723,-18.555
1678793479.814,-122.070,34.668,5.859,-114.746,38.574
1678793479.817,-86.914,34.180,3.906,-49.316,33.203
1678793479.821,-77.637,49.316,15.625,-154.297,40.527
1678793479.825,-98.145,63.965,30.762,-298.340,50.293
1678793479.829,-148.438,68.359,27.832,-298.340,40.039
1678793479.833,-187.500,66.895,9.277,-172.852,52.734
1678793479.837,-183.105,64.941,-7.324,-107.422,61.523
1678793479.841,-155.273,64.453,3.906,-177.734,63.477
1678793479.845,-160.645,73.730,20.996,-310.547,7.324
1678793479.849,-191.406,77.148,23.438,-346.680,6.348
1678793479.853,-195.312,67.871,7.812,-206.543,48.340
1678793479.857,-188.477,61.035,-12.207,-89.355,73.242
1678793479.860,-161.621,75.684,-10.742,-161.133,81.543
1678793479.864,-144.043,81.055,11.230,-290.527,78.613
1678793479.868,-159.180,85.449,14.648,-333.496,78.125
1678793479.872,-176.270,85.449,-7.324,-241.211,49.805
1678793479.876,-145.020,65.918,-21.484,-87.891,72.754
1678793479.880,-107.422,68.848,-20.508,-92.773,63.477
1678793479.884,-121.094,86.914,-15.625,-248.047,15.137
1678793479.888,-143.555,87.402,-14.648,-306.152,-33.203
1678793479.892,-141.602,74.219,-12.695,-193.359,-51.270
1678793479.896,-100.586,70.801,-28.320,-41.016,-11.230
1678793479.900,-73.730,66.895,-40.039,-51.270,28.809
1678793479.903,-66.895,69.824,-18.555,-183.105,69.336
1678793479.907,-58.105,66.895,-3.906,-237.793,38.574
1678793479.911,-42.480,52.734,-12.695,-146.484,-2.441
1678793479.915,-50.293,48.828,-33.203,2.441,2.441
1678793479.919,-28.320,45.898,-34.180,27.344,11.719
1678793479.923,-30.762,38.086,-6.348,-94.238,2.441
1678793479.927,-25.879,48.828,3.418,-188.965,63.965
1678793479.931,-10.254,55.176,-13.672,-106.934,55.176
1678793479.935,-0.977,42.480,-22.949,58.594,9.766
1678793479.939,68.848,33.203,-20.508,88.867,75.684
1678793479.942,59.570,35.645,-21.484,-46.875,84.473
1678793479.946,13.672,45.410,-19.043,-169.434,14.160
1678793479.950,17.578,41.992,-9.766,-131.348,32.715
1678793479.954,2.441,39.551,-18.555,13.672,91.797
1678793479.958,32.715,27.832,-22.461,102.539,62.500
1678793479.962,81.543,28.320,-14.160,18.555,60.547
1678793479.966,74.707,36.621,5.371,-110.352,36.621
1678793479.970,23.926,33.203,22.461,-81.543,1.465
1678793479.974,37.109,32.227,11.230,86.426,43.945
1678793479.978,65.918,18.066,-2.930,166.504,78.613
1678793479.982,81.543,5.859,17.090,80.566,63.477
1678793479.985,87.891,20.020,28.809,-62.988,43.945
1678793479.989,53.711,21.973,19.043,-94.727,39.062
1678793479.993,53.223,11.230,10.742,61.035,34.668
1678793479.997,59.082,-4.395,2.930,141.602,8.789
1678793480.001,104.492,-2.441,11.230,83.008,37.598
1678793480.005,116.699,10.742,32.715,-29.297,62.500
1678793480.009,90.820,6.836,44.434,-74.219,-16.113
1678793480.013,76.172,-5.371,27.832,25.391,-0.488
1678793480.017,83.496,-13.672,16.602,132.812,27.832
1678793480.021,123.535,-10.254,29.785,107.910,15.137
1678793480.024,129.395,-7.812,47.363,-11.230,20.020
1678793480.028,93.750,-4.883,66.406,-61.523,-6.836
1678793480.032,52.734,-16.602,52.246,40.527,-25.879
1678793480.036,51.270,-23.926,26.855,143.066,20.996
1678793480.040,97.168,-28.320,26.855,108.887,21.973
1678793480.044,114.746,-28.320,37.109,-12.207,27.832
1678793480.048,78.125,-18.555,50.781,-51.758,7.324
1678793480.052,73.730,-24.414,53.223,65.430,-7.812
1678793480.056,64.941,-40.039,37.598,173.340,51.758
1678793480.060,60.059,-41.016,32.715,162.109,35.156
1678793480.064,82.520,-22.461,39.062,3.906,12.695
1678793480.067,76.172,-18.066,44.434,-107.422,45.410
1678793480.071,66.895,-18.066,47.852,30.273,13.672
1678793480.075,55.176,-28.320,35.645,182.129,-28.809
1678793480.079,59.082,-55.664,28.809,180.176,-14.648
1678793480.083,82.031,-51.270,44.922,95.215,8.789
1678793480.087,60.547,-17.578,51.270,-15.137,16.602
1678793480.091,27.832,-18.555,56.152,25.879,30.762
1678793480.095,53.223,-29.297,56.641,178.223,50.781
1678793480.099,94.238,-34.180,42.969,220.215,7.812
1678793480.103,91.309,-32.715,42.969,85.449,10.254
1678793480.107,51.758,-20.020,61.523,-40.039,1.465
1678793480.110,27.832,-21.484,58.105,-14.648,-13.184
1678793480.114,27.832,-28.320,38.574,133.301,53.711
1678793480.118,50.781,-30.762,36.621,237.793,70.801
1678793480.122,59.082,-25.879,42.969,120.605,52.246
1678793480.126,54.688,-16.113,57.617,-17.578,43.457
1678793480.130,35.156,-15.137,61.035,-4.395,2.930
1678793480.134,13.672,-10.742,41.504,123.047,16.113
1678793480.138,46.875,-22.461,30.762,229.004,-37.109
1678793480.142,62.012,-31.738,39.551,167.480,-33.203
1678793480.146,30.273,-16.113,53.223,33.203,10.254
1678793480.149,0.000,-12.695,51.270,5.859,44.922
1678793480.153,-4.883,-13.672,37.598,123.535,95.215
1678793480.157,27.344,-25.879,30.273,245.605,32.715
1678793480.161,55.176,-26.367,39.062,219.727,6.348
1678793480.165,38.574,-3.906,35.156,55.664,9.766
1678793480.169,-6.348,14.160,27.832,-16.602,15.625
1678793480.173,-32.227,11.719,50.293,126.465,-2.930
1678793480.177,-30.762,-7.324,42.480,253.906,19.043
1678793480.181,-18.555,-1.465,27.344,155.762,52.734
1678793480.185,-10.742,7.812,57.129,-9.277,38.574
1678793480.189,-62.988,5.859,79.590,-76.172,10.742
1678793480.192,-113.281,4.883,76.172,10.742,55.176
1678793480.196,-130.371,-6.348,63.477,116.211,62.500
1678793480.200,-134.277,0.977,55.176,85.449,7.324
1678793480.204,-141.602,9.766,79.590,-17.578,56.641
1678793480.208,-129.395,2.930,106.934,-107.422,35.156
1678793480.212,-173.340,6.348,103.027,-112.305,-48.340
1678793480.216,-224.609,4.883,85.449,18.066,26.367
1678793480.220,-209.473,-12.207,82.520,49.316,105.957
1678793480.224,-192.383,-24.902,107.422,-66.406,81.055
1678793480.228,-215.820,-11.230,125.977,-130.859,23.438
1678793480.232,-222.656,-21.484,124.023,-73.730,17.578
1678793480.235,-191.895,-40.039,111.816,59.082,66.406
1678793480.239,-173.340,-36.133,96.191,79.590,73.242
1678793480.243,-157.227,-37.598,111.328,0.977,66.406
1678793480.247,-192.383,-26.367,132.812,-108.887,2.930
1678793480.251,-189.941,-19.531,129.883,-113.281,28.809
1678793480.255,-129.883,-41.992,117.188,51.758,52.246
1678793480.259,-117.188,-57.129,111.328,145.508,19.043
1678793480.263,-93.262,-62.500,127.930,67.383,0.488
1678793480.267,-50.781,-59.570,140.137,-28.320,-43.457
1678793480.271,-58.594,-65.430,130.371,-13.184,-1.953
1678793480.274,-33.691,-80.566,115.723,123.535,46.387
1678793480.278,11.719,-89.844,103.027,238.281,19.043
1678793480.282,53.223,-96.680,105.957,198.242,-29.785
1678793480.286,52.734,-81.543,122.070,94.238,-62.500
1678793480.290,32.715,-78.613,125.000,62.012,23.438
1678793480.294,67.383,-81.055,104.980,191.895,26.855
1678793480.298,100.098,-93.262,82.520,323.242,4.883
1678793480.302,143.066,-101.562,87.402,284.180,40.039
1678793480.306,87.891,-81.055,90.332,105.957,36.621
1678793480.310,23.438,-72.266,89.355,69.824,45.898
1678793480.314,81.055,-90.820,79.102,238.770,79.590
1678793480.317,162.109,-96.191,59.570,325.195,46.875
1678793480.321,173.828,-87.402,61.035,255.859,-92.773
1678793480.325,134.277,-72.266,72.266,102.539,-16.602
1678793480.329,92.285,-60.059,76.660,41.016,26.367
1678793480.333,83.984,-60.059,65.918,143.066,-41.992
1678793480.337,101.562,-61.035,52.734,270.020,26.367
1678793480.341,146.973,-71.289,53.711,245.117,32.715
1678793480.345,141.602,-53.711,58.105,103.516,-6.836
1678793480.349,92.773,-37.109,54.688,25.391,-2.930
1678793480.353,79.102,-45.410,52.246,59.570,20.020
1678793480.356,112.305,-51.270,45.410,176.270,-14.648
1678793480.360,130.371,-51.758,36.133,197.754,34.180
1678793480.364,122.559,-40.527,42.969,59.082,102.051
1678793480.368,89.844,-28.809,51.758,-66.895,93.262
1678793480.372,64.941,-32.715,38.574,-2.930,53.711
1678793480.376,94.238,-47.852,31.738,154.297,49.805
1678793480.380,133.301,-45.410,28.320,180.176,86.426
1678793480.384,129.883,-22.461,33.203,66.895,28.809
1678793480.388,71.777,-7.812,49.805,-61.523,22.461
1678793480.392,48.828,-15.137,45.898,-30.273,67.871
1678793480.396,66.406,-19.531,32.715,115.723,39.062
1678793480.399,89.355,-3.418,29.785,141.113,68.848
1678793480.403,101.074,-2.441,41.992,15.625,100.586
1678793480.407,44.434,5.371,63.477,-116.211,62.500
1678793480.411,35.156,16.113,71.777,-79.102,6.348
1678793480.415,36.133,13.672,61.035,36.133,-68.848
1678793480.419,26.367,2.441,48.828,72.754,-16.602
1678793480.423,28.320,11.719,58.594,-12.695,41.504
1678793480.427,0.977,33.203,79.102,-189.941,28.809
1678793480.431,-41.992,36.133,75.195,-239.746,41.016
1678793480.435,-80.566,30.273,62.500,-115.723,22.461
1678793480.438,-100.098,19.531,58.105,-70.801,66.406
1678793480.442,-94.727,23.926,68.848,-162.109,57.129
1678793480.446,-96.191,33.203,85.938,-298.828,62.988
1678793480.450,-139.648,32.715,90.332,-332.031,87.891
1678793480.454,-182.617,11.719,78.613,-224.121,123.535
1678793480.458,-177.734,0.488,68.359,-126.953,107.910
1678793480.462,-120.117,0.488,80.078,-153.809,20.996
1678793480.466,-116.699,7.324,92.285,-273.438,2.930
1678793480.470,-141.113,15.625,84.961,-325.195,41.016
1678793480.474,-110.840,-3.906,79.102,-183.105,-39.551
1678793480.477,-61.523,-20.508,64.453,-22.461,-8.301
1678793480.481,-62.500,-26.855,56.152,-43.945,60.059
1678793480.485,-76.660,-22.461,60.059,-176.758,50.293
1678793480.489,-75.195,-23.438,65.430,-223.633,45.410
1678793480.493,-52.246,-36.133,46.875,-103.027,54.199
1678793480.497,16.113,-34.668,18.555,71.777,66.895
1678793480.501,45.410,-39.551,20.508,74.707,59.570
1678793480.505,29.785,-42.480,30.273,-93.750,84.961
1678793480.509,31.250,-35.645,23.438,-167.480,71.777
1678793480.513,12.695,-40.527,10.742,-72.266,-22.949
1678793480.517,15.625,-55.664,0.488,87.402,22.949
1678793480.520,87.891,-53.223,-3.906,127.441,95.703
1678793480.524,120.117,-32.715,12.695,26.367,6.348
1678793480.528,81.055,-15.625,20.020,-61.523,-24.414
1678793480.532,40.527,-11.719,16.602,-16.113,6.348
1678793480.536,48.828,-18.555,15.137,142.090,-0.977
1678793480.540,98.633,-23.926,9.766,207.520,-22.949
1678793480.544,112.793,-15.137,9.277,83.496,-16.602
1678793480.548,91.797,-3.906,16.602,-42.969,1.465
1678793480.552,72.266,-6.836,24.414,22.461,0.000
1678793480.556,95.703,-13.672,8.301,163.086,27.832
1678793480.560,107.910,-21.484,-1.953,210.938,-4.883
1678793480.563,110.352,-15.625,7.324,140.137,-88.867
1678793480.567,95.215,2.441,22.461,-4.395,-47.852
1678793480.571,62.012,1.465,20.508,-13.184,7.324
1678793480.575,85.449,-17.578,0.488,156.250,25.879
1678793480.579,126.465,-29.785,-6.348,244.629,70.801
1678793480.583,141.602,-19.531,4.883,130.371,46.875
1678793480.587,135.254,-3.418,15.625,-24.902,53.711
1678793480.591,80.078,-1.953,15.137,-34.668,58.594
1678793480.595,51.270,-4.395,3.418,111.328,66.406
1678793480.599,103.027,-25.879,-1.953,193.359,49.316
1678793480.603,136.719,-40.527,3.418,121.094,32.227
1678793480.606,114.746,-23.438,13.184,6.348,27.344
1678793480.610,85.938,-14.160,23.438,-63.477,12.207
1678793480.614,48.828,-21.973,15.137,24.902,-2.441
1678793480.618,44.922,-36.133,-3.418,148.926,38.574
1678793480.622,97.656,-37.598,-2.441,102.539,66.406
1678793480.626,101.562,-21.484,8.789,-49.805,46.387
1678793480.630,53.711,-10.254,17.578,-111.816,57.129
1678793480.634,42.480,-28.809,17.578,9.766,21.484
1678793480.638,60.547,-35.645,-1.953,162.598,41.504
1678793480.642,92.285,-40.527,0.977,147.461,-1.465
1678793480.646,103.027,-20.508,20.508,-31.738,-63.477
1678793480.649,49.805,-3.906,25.879,-113.770,17.578
1678793480.653,34.668,-18.555,14.160,-20.508,72.754
1678793480.657,55.664,-16.602,0.488,108.398,89.844
1678793480.661,73.242,-22.949,6.348,110.840,61.035
1678793480.665,103.027,-15.625,23.438,-27.344,-17.578
1678793480.669,59.570,-1.953,29.785,-122.559,21.973
1678793480.673,24.902,-4.395,31.250,-48.828,73.242
1678793480.677,46.387,-15.625,15.137,107.910,46.387
1678793480.681,54.199,-23.438,0.488,124.023,46.875
1678793480.685,55.176,-15.625,17.578,-9.766,29.297
1678793480.689,37.598,-1.953,29.785,-122.070,-3.418
1678793480.692,21.484,-3.418,31.738,-74.707,39.062
1678793480.696,22.461,-16.113,26.367,89.355,37.598
1678793480.700,46.387,-19.531,15.137,145.996,-9.766
1678793480.704,93.262,-2.930,20.996,22.949,31.250
1678793480.708,71.289,0.488,33.203,-108.887,39.551
1678793480.712,19.043,-10.254,28.809,-82.520,15.625
1678793480.716,44.434,-9.277,15.625,61.523,-4.395
1678793480.720,35.645,-19.043,4.395,122.070,7.324
1678793480.724,31.250,-15.137,8.789,38.086,20.508
1678793480.728,59.570,-1.465,26.367,-90.332,-16.113
1678793480.731,31.250,7.812,26.367,-114.258,-9.766
1678793480.735,28.809,0.977,20.020,39.062,12.695
1678793480.739,36.133,-3.906,13.672,150.879,39.062
1678793480.743,33.203,-7.324,15.137,68.359,13.184
1678793480.747,25.391,-8.301,33.691,-78.613,35.645
1678793480.751,16.602,3.418,39.062,-104.980,82.031
1678793480.755,16.602,-1.465,26.855,35.156,49.316
1678793480.759,34.668,-11.230,18.066,148.926,21.973
1678793480.763,55.176,-13.184,17.090,96.191,22.949
1678793480.767,44.922,3.418,28.320,-46.875,39.062
1678793480.771,0.977,14.160,40.039,-111.816,-16.113
1678793480.774,-26.855,-7.812,37.598,-0.977,7.324
1678793480.778,-9.277,-25.879,19.043,128.906,41.016
1678793480.782,0.977,-20.020,15.137,72.266,41.504
1678793480.786,2.930,-5.371,32.227,-90.332,4.883
1678793480.790,2.441,-1.953,41.504,-139.648,18.555
1678793480.794,-3.906,-14.160,29.785,-31.250,42.969
1678793480.798,14.160,-24.902,11.719,89.844,-7.812
1678793480.802,35.645,-24.902,16.113,87.891,14.648
1678793480.806,18.555,-15.137,28.809,-50.781,60.059
1678793480.810,-10.742,-3.418,31.738,-146.973,33.691
1678793480.814,-7.812,-4.883,20.508,-59.570,14.648
1678793480.817,8.301,-20.508,7.812,121.094,54.688
1678793480.821,6.836,-26.855,12.207,141.113,53.223
1678793480.825,13.672,-22.949,25.391,-8.301,31.738
1678793480.829,5.859,-14.648,34.180,-116.211,52.246
1678793480.833,-20.996,-13.184,30.273,-68.359,37.109
1678793480.837,2.930,-21.973,26.855,92.285,11.230
1678793480.841,38.574,-22.949,22.461,159.668,-22.949
1678793480.845,24.414,-15.625,25.879,12.695,-69.336
1678793480.849,10.742,-1.953,41.504,-109.375,-33.691
1678793480.853,-26.367,9.277,34.668,-50.781,-15.137
1678793480.856,-20.020,0.488,16.113,71.777,9.277
1678793480.860,24.902,-14.648,10.254,130.859,69.336
1678793480.864,44.434,-7.812,26.367,44.922,77.637
1678793480.868,24.414,4.395,47.852,-74.219,119.141
1678793480.872,-14.160,4.883,52.246,-59.082,37.598
1678793480.876,-13.184,1.465,31.738,68.359,32.715
1678793480.880,18.066,-6.348,18.066,135.254,79.102
1678793480.884,30.762,-4.395,31.250,49.805,-9.277
1678793480.888,29.297,8.301,36.621,-88.867,-29.297
1678793480.892,26.855,9.766,38.574,-106.445,-9.277
1678793480.896,-6.348,4.395,35.156,36.621,5.371
1678793480.899,-1.465,-5.371,19.531,138.672,26.367
1678793480.903,34.180,-7.324,20.020,68.848,5.371
1678793480.907,34.668,2.930,37.598,-64.453,-13.672
1678793480.911,-13.672,8.301,42.969,-107.910,16.113
1678793480.915,-20.020,3.906,32.715,26.855,-8.789
1678793480.919,20.996,-6.836,21.484,156.738,-42.480
1678793480.923,32.227,-19.531,18.555,120.117,39.062
1678793480.927,48.828,-6.836,39.551,-1.465,8.301
1678793480.931,20.508,6.348,44.922,-55.176,-41.016
1678793480.935,-12.695,-1.953,23.438,23.926,2.930
1678793480.939,13.184,-14.648,17.090,155.273,31.250
1678793480.942,5.371,-13.184,22.461,150.879,46.875
1678793480.946,-5.859,-3.418,32.227,-21.973,35.645
1678793480.950,-16.602,5.371,38.086,-124.023,25.391
1678793480.954,-20.996,-4.883,33.203,-20.508,14.160
1678793480.958,-0.488,-17.578,25.391,138.672,13.184
1678793480.962,45.898,-14.648,19.043,149.414,22.461
1678793480.966,52.246,-9.277,27.344,1.465,58.105
1678793480.970,-20.508,-5.859,39.062,-116.699,67.871
1678793480.974,-55.176,-6.348,39.062,-37.109,63.965
1678793480.978,-32.715,-19.531,18.555,103.516,59.082
1678793480.982,32.227,-24.902,5.371,133.301,3.418
1678793480.985,53.223,-10.742,18.555,8.301,36.133
1678793480.989,6.348,-2.441,33.691,-120.605,44.434
1678793480.993,-33.203,-2.441,32.227,-43.457,-11.230
1678793480.997,-34.180,-16.113,13.184,92.773,56.152
1678793481.001,-9.277,-28.320,6.348,114.258,55.664
1678793481.005,15.625,-18.555,20.020,31.738,17.090
1678793481.009,8.301,-6.836,37.598,-73.242,32.715
1678793481.013,8.789,-7.812,34.668,-56.152,15.137
1678793481.017,30.762,-12.207,25.879,81.543,36.133
1678793481.021,10.254,-19.531,26.855,200.195,43.457
1678793481.024,11.719,-10.254,30.273,95.215,1.953
1678793481.028,5.371,-0.488,33.203,-99.609,-7.324
1678793481.032,-13.184,-0.488,27.832,-83.984,10.742
1678793481.036,-2.441,-16.602,29.297,70.312,51.758
1678793481.040,17.090,-35.156,25.879,154.785,88.867
1678793481.044,41.992,-30.273,32.227,92.285,71.289
1678793481.048,31.250,-19.531,49.805,-39.062,61.523
1678793481.052,-43.457,-13.672,50.781,-92.285,68.848
1678793481.056,-69.824,-23.926,39.062,38.574,105.469
1678793481.060,-12.207,-31.250,26.855,158.203,12.695
1678793481.064,36.133,-24.902,26.367,104.492,-36.133
1678793481.067,47.852,-17.090,39.062,-60.547,79.590
1678793481.071,26.855,-10.254,48.828,-76.660,73.730
1678793481.075,-38.086,-9.277,33.203,28.320,17.090
1678793481.079,-43.457,-17.090,22.461,123.047,30.762
1678793481.083,32.227,-23.926,28.320,133.789,62.988
1678793481.087,47.363,-12.207,39.551,-33.203,75.195
1678793481.091,40.527,0.488,46.387,-100.586,11.230
1678793481.095,-7.324,-6.348,37.598,21.484,-48.340
1678793481.099,-12.207,-15.625,27.832,141.602,41.992
1678793481.103,20.996,-11.719,26.855,130.859,85.938
1678793481.107,50.293,-6.836,36.133,-4.883,42.480
1678793481.110,49.805,4.883,51.270,-87.402,49.316
1678793481.114,-13.672,-7.812,41.992,-17.578,57.129
1678793481.118,-14.648,-26.367,25.879,120.117,9.766
1678793481.122,25.391,-15.625,19.531,141.602,42.969
1678793481.126,23.926,-7.812,32.715,25.879,95.703
1678793481.130,13.672,-0.977,50.293,-72.754,74.707
1678793481.134,7.812,-2.930,43.457,-16.602,1.953
1678793481.138,0.000,-14.160,27.344,116.699,24.902
1678793481.142,9.766,-15.625,20.020,180.176,86.914
1678793481.146,29.297,-6.348,33.691,72.754,76.172
1678793481.149,29.297,11.230,53.711,-84.473,-9.277
1678793481.153,22.949,12.695,65.430,-22.461,-24.414
1678793481.157,11.230,-2.441,47.852,108.398,-2.930
1678793481.161,16.113,-15.625,19.531,140.137,-18.066
1678793481.165,34.180,-4.395,25.879,68.848,-69.824
1678793481.169,2.441,4.883,37.598,-56.641,-38.574
1678793481.173,-22.461,1.465,36.621,-56.152,90.332
1678793481.177,12.207,-9.277,26.367,85.449,35.156
1678793481.181,41.016,-18.066,12.695,163.086,6.836
1678793481.185,23.926,-9.277,16.113,67.383,83.984
1678793481.189,13.672,1.953,34.668,-72.754,87.891
1678793481.192,-3.418,4.883,41.016,-89.844,29.785
1678793481.196,-20.020,3.906,31.738,33.203,11.230
1678793481.200,-8.301,-12.207,29.297,159.668,58.594
1678793481.204,19.531,-16.602,28.320,104.004,75.195
1678793481.208,6.836,-3.418,34.180,-52.734,37.598
1678793481.212,-10.742,6.348,41.992,-84.473,13.184
1678793481.216,-5.859,2.441,38.574,63.965,41.016
1678793481.220,38.574,-10.254,31.250,205.078,4.883
1678793481.224,64.453,1.953,37.598,141.602,31.738
1678793481.228,36.621,14.160,54.199,-5.859,50.781
1678793481.231,3.906,23.438,54.199,-56.152,30.762
1678793481.235,-4.395,20.020,46.875,48.828,76.172
1678793481.239,17.090,7.812,36.133,171.387,66.895
1678793481.243,53.223,8.789,37.598,151.367,81.055
1678793481.247,58.105,13.184,42.969,11.230,26.367
1678793481.251,15.625,18.066,46.387,-47.852,34.180
1678793481.255,-32.715,17.090,41.992,42.480,106.445
1678793481.259,18.555,1.465,25.879,152.344,48.828
1678793481.263,66.406,-2.441,21.973,162.598,19.531
1678793481.267,31.250,5.371,33.691,43.457,66.406
1678793481.271,16.113,6.836,44.922,-62.012,59.570
1678793481.274,-10.254,0.488,34.668,-17.090,54.199
1678793481.278,4.883,-10.254,17.578,128.906,15.625
1678793481.282,39.062,-14.160,10.742,168.457,-33.691
1678793481.286,20.020,-7.812,26.855,47.852,0.977
1678793481.290,5.859,0.000,44.434,-70.312,44.922
1678793481.294,-18.066,-1.465,31.738,-24.414,94.727
1678793481.298,-32.715,-11.719,20.996,116.699,65.430
1678793481.302,13.672,-21.484,19.531,146.973,-20.020
1678793481.306,34.180,-7.324,27.344,37.598,-19.531
1678793481.310,19.531,8.301,40.527,-98.633,43.457
1678793481.313,20.996,4.395,37.598,-70.801,43.457
1678793481.317,27.344,-7.812,21.973,108.887,-57.617
1678793481.321,-12.695,-20.020,11.230,158.691,-16.602
1678793481.325,3.418,-12.207,20.508,46.387,30.273
1678793481.329,12.695,4.883,33.203,-99.609,46.875
1678793481.333,-18.066,3.906,45.898,-100.586,78.125
1678793481.337,2.930,-7.324,31.738,53.711,30.762
1678793481.341,28.320,-9.277,9.277,161.133,-8.789
1678793481.345,23.438,-9.766,22.461,101.562,30.762
1678793481.349,0.488,-5.859,40.527,-71.289,95.215
1678793481.353,-10.254,0.488,44.434,-88.867,103.516
1678793481.356,6.836,0.000,34.668,48.340,70.801
1678793481.360,30.762,-2.930,26.367,135.254,18.066
1678793481.364,42.480,-3.906,33.691,126.465,16.113
1678793481.368,26.855,6.836,43.457,-33.691,-10.742
